"","DATE","ATM","Cash"
"770",2009-11-09,"ATM2",80
"771",2009-11-09,"ATM3",0
"772",2009-11-09,"ATM4",637
"773",2009-11-10,"ATM1",96
"774",2009-11-10,"ATM2",86
"775",2009-11-10,"ATM3",0
"776",2009-11-10,"ATM4",928
"777",2009-11-11,"ATM1",70
"778",2009-11-11,"ATM2",23
"779",2009-11-11,"ATM3",0
"780",2009-11-11,"ATM4",76
"781",2009-11-12,"ATM1",15
"782",2009-11-12,"ATM2",7
"783",2009-11-12,"ATM3",0
"784",2009-11-12,"ATM4",44
"785",2009-11-13,"ATM1",73
"786",2009-11-13,"ATM2",91
"787",2009-11-13,"ATM3",0
"788",2009-11-13,"ATM4",622
"789",2009-11-14,"ATM1",94
"790",2009-11-14,"ATM2",57
"791",2009-11-14,"ATM3",0
"792",2009-11-14,"ATM4",313
"793",2009-11-15,"ATM1",108
"794",2009-11-15,"ATM2",58
"795",2009-11-15,"ATM3",0
"796",2009-11-15,"ATM4",826
"797",2009-11-16,"ATM1",73
"798",2009-11-16,"ATM2",61
"799",2009-11-16,"ATM3",0
"800",2009-11-16,"ATM4",414
"801",2009-11-17,"ATM1",87
"802",2009-11-17,"ATM2",77
"803",2009-11-17,"ATM3",0
"804",2009-11-17,"ATM4",195
"805",2009-11-18,"ATM1",75
"806",2009-11-18,"ATM2",20
"807",2009-11-18,"ATM3",0
"808",2009-11-18,"ATM4",346
"809",2009-11-19,"ATM1",10
"810",2009-11-19,"ATM2",5
"811",2009-11-19,"ATM3",0
"812",2009-11-19,"ATM4",33
"813",2009-11-20,"ATM1",92
"814",2009-11-20,"ATM2",132
"815",2009-11-20,"ATM3",0
"816",2009-11-20,"ATM4",656
"817",2009-11-21,"ATM1",87
"818",2009-11-21,"ATM2",49
"819",2009-11-21,"ATM3",0
"820",2009-11-21,"ATM4",639
"821",2009-11-22,"ATM1",74
"822",2009-11-22,"ATM2",57
"823",2009-11-22,"ATM3",0
"824",2009-11-22,"ATM4",16
"825",2009-11-23,"ATM1",73
"826",2009-11-23,"ATM2",68
"827",2009-11-23,"ATM3",0
"828",2009-11-23,"ATM4",300
"829",2009-11-24,"ATM1",93
"830",2009-11-24,"ATM2",80
"831",2009-11-24,"ATM3",0
"832",2009-11-24,"ATM4",627
"833",2009-11-25,"ATM1",66
"834",2009-11-25,"ATM2",31
"835",2009-11-25,"ATM3",0
"836",2009-11-25,"ATM4",602
"837",2009-11-26,"ATM1",18
"838",2009-11-26,"ATM2",3
"839",2009-11-26,"ATM3",0
"840",2009-11-26,"ATM4",65
"841",2009-11-27,"ATM1",99
"842",2009-11-27,"ATM2",85
"843",2009-11-27,"ATM3",0
"844",2009-11-27,"ATM4",563
"845",2009-11-28,"ATM1",94
"846",2009-11-28,"ATM2",53
"847",2009-11-28,"ATM3",0
"848",2009-11-28,"ATM4",318
"849",2009-11-29,"ATM1",136
"850",2009-11-29,"ATM2",46
"851",2009-11-29,"ATM3",0
"852",2009-11-29,"ATM4",1168
"853",2009-11-30,"ATM1",6
"854",2009-11-30,"ATM2",2
"855",2009-11-30,"ATM3",0
"856",2009-11-30,"ATM4",48
"857",2009-12-01,"ATM1",140
"858",2009-12-01,"ATM2",113
"859",2009-12-01,"ATM3",0
"860",2009-12-01,"ATM4",994
"861",2009-12-02,"ATM1",73
"862",2009-12-02,"ATM2",22
"863",2009-12-02,"ATM3",0
"864",2009-12-02,"ATM4",688
"865",2009-12-03,"ATM1",9
"866",2009-12-03,"ATM2",5
"867",2009-12-03,"ATM3",0
"868",2009-12-03,"ATM4",72
"869",2009-12-04,"ATM1",140
"870",2009-12-04,"ATM2",112
"871",2009-12-04,"ATM3",0
"872",2009-12-04,"ATM4",1047
"873",2009-12-05,"ATM1",103
"874",2009-12-05,"ATM2",59
"875",2009-12-05,"ATM3",0
"876",2009-12-05,"ATM4",1010
"877",2009-12-06,"ATM1",110
"878",2009-12-06,"ATM2",72
"879",2009-12-06,"ATM3",0
"880",2009-12-06,"ATM4",289
"881",2009-12-07,"ATM1",90
"882",2009-12-07,"ATM2",77
"883",2009-12-07,"ATM3",0
"884",2009-12-07,"ATM4",592
"885",2009-12-08,"ATM1",135
"886",2009-12-08,"ATM2",85
"887",2009-12-08,"ATM3",0
"888",2009-12-08,"ATM4",231
"889",2009-12-09,"ATM1",67
"890",2009-12-09,"ATM2",27
"891",2009-12-09,"ATM3",0
"892",2009-12-09,"ATM4",579
"893",2009-12-10,"ATM1",12
"894",2009-12-10,"ATM2",1
"895",2009-12-10,"ATM3",0
"896",2009-12-10,"ATM4",71
"897",2009-12-11,"ATM1",109
"898",2009-12-11,"ATM2",91
"899",2009-12-11,"ATM3",0
"900",2009-12-11,"ATM4",581
"901",2009-12-12,"ATM1",84
"902",2009-12-12,"ATM2",36
"903",2009-12-12,"ATM3",0
"904",2009-12-12,"ATM4",150
"905",2009-12-13,"ATM1",92
"906",2009-12-13,"ATM2",46
"907",2009-12-13,"ATM3",0
"908",2009-12-13,"ATM4",404
"909",2009-12-14,"ATM1",84
"910",2009-12-14,"ATM2",100
"911",2009-12-14,"ATM3",0
"912",2009-12-14,"ATM4",125
"913",2009-12-15,"ATM1",118
"914",2009-12-15,"ATM2",73
"915",2009-12-15,"ATM3",0
"916",2009-12-15,"ATM4",231
"917",2009-12-16,"ATM1",68
"918",2009-12-16,"ATM2",22
"919",2009-12-16,"ATM3",0
"920",2009-12-16,"ATM4",20
"921",2009-12-17,"ATM1",14
"922",2009-12-17,"ATM2",9
"923",2009-12-17,"ATM3",0
"924",2009-12-17,"ATM4",129
"925",2009-12-18,"ATM1",90
"926",2009-12-18,"ATM2",117
"927",2009-12-18,"ATM3",0
"928",2009-12-18,"ATM4",328
"929",2009-12-19,"ATM1",92
"930",2009-12-19,"ATM2",44
"931",2009-12-19,"ATM3",0
"932",2009-12-19,"ATM4",533
"933",2009-12-20,"ATM1",93
"934",2009-12-20,"ATM2",44
"935",2009-12-20,"ATM3",0
"936",2009-12-20,"ATM4",878
"937",2009-12-21,"ATM1",85
"938",2009-12-21,"ATM2",78
"939",2009-12-21,"ATM3",0
"940",2009-12-21,"ATM4",663
"941",2009-12-22,"ATM1",93
"942",2009-12-22,"ATM2",89
"943",2009-12-22,"ATM3",0
"944",2009-12-22,"ATM4",301
"945",2009-12-23,"ATM1",70
"946",2009-12-23,"ATM2",33
"947",2009-12-23,"ATM3",0
"948",2009-12-23,"ATM4",668
"949",2009-12-24,"ATM1",13
"950",2009-12-24,"ATM2",5
"951",2009-12-24,"ATM3",0
"952",2009-12-24,"ATM4",15
"953",2009-12-25,"ATM1",90
"954",2009-12-25,"ATM2",102
"955",2009-12-25,"ATM3",0
"956",2009-12-25,"ATM4",661
"957",2009-12-26,"ATM1",91
"958",2009-12-26,"ATM2",68
"959",2009-12-26,"ATM3",0
"960",2009-12-26,"ATM4",511
"961",2009-12-27,"ATM1",102
"962",2009-12-27,"ATM2",64
"963",2009-12-27,"ATM3",0
"964",2009-12-27,"ATM4",165
"965",2009-12-28,"ATM1",97
"966",2009-12-28,"ATM2",81
"967",2009-12-28,"ATM3",0
"968",2009-12-28,"ATM4",749
"969",2009-12-29,"ATM1",42
"970",2009-12-29,"ATM2",9
"971",2009-12-29,"ATM3",0
"972",2009-12-29,"ATM4",175
"973",2009-12-30,"ATM1",2
"974",2009-12-30,"ATM2",2
"975",2009-12-30,"ATM3",0
"976",2009-12-30,"ATM4",21
"977",2009-12-31,"ATM1",14
"978",2009-12-31,"ATM2",2
"979",2009-12-31,"ATM3",0
"980",2009-12-31,"ATM4",101
"981",2010-01-01,"ATM1",132
"982",2010-01-01,"ATM2",117
"983",2010-01-01,"ATM3",0
"984",2010-01-01,"ATM4",986
"985",2010-01-02,"ATM1",108
"986",2010-01-02,"ATM2",56
"987",2010-01-02,"ATM3",0
"988",2010-01-02,"ATM4",598
"989",2010-01-03,"ATM1",120
"990",2010-01-03,"ATM2",55
"991",2010-01-03,"ATM3",0
"992",2010-01-03,"ATM4",469
"993",2010-01-04,"ATM1",120
"994",2010-01-04,"ATM2",112
"995",2010-01-04,"ATM3",0
"996",2010-01-04,"ATM4",857
"997",2010-01-05,"ATM1",90
"998",2010-01-05,"ATM2",100
"999",2010-01-05,"ATM3",0
"1000",2010-01-05,"ATM4",685
"1001",2010-01-06,"ATM1",48
"1002",2010-01-06,"ATM2",17
"1003",2010-01-06,"ATM3",0
"1004",2010-01-06,"ATM4",382
"1005",2010-01-07,"ATM1",15
"1006",2010-01-07,"ATM2",7
"1007",2010-01-07,"ATM3",0
"1008",2010-01-07,"ATM4",153
"1009",2010-01-08,"ATM1",86
"1010",2010-01-08,"ATM2",49
"1011",2010-01-08,"ATM3",0
"1012",2010-01-08,"ATM4",272
"1013",2010-01-09,"ATM1",109
"1014",2010-01-09,"ATM2",96
"1015",2010-01-09,"ATM3",0
"1016",2010-01-09,"ATM4",136
"1017",2010-01-10,"ATM1",115
"1018",2010-01-10,"ATM2",47
"1019",2010-01-10,"ATM3",0
"1020",2010-01-10,"ATM4",1106
"1021",2010-01-11,"ATM1",123
"1022",2010-01-11,"ATM2",107
"1023",2010-01-11,"ATM3",0
"1024",2010-01-11,"ATM4",292
"1025",2010-01-12,"ATM1",123
"1026",2010-01-12,"ATM2",93
"1027",2010-01-12,"ATM3",0
"1028",2010-01-12,"ATM4",1142
"1029",2010-01-13,"ATM1",60
"1030",2010-01-13,"ATM2",27
"1031",2010-01-13,"ATM3",0
"1032",2010-01-13,"ATM4",141
"1033",2010-01-14,"ATM1",22
"1034",2010-01-14,"ATM2",9
"1035",2010-01-14,"ATM3",0
"1036",2010-01-14,"ATM4",9
"1037",2010-01-15,"ATM1",81
"1038",2010-01-15,"ATM2",78
"1039",2010-01-15,"ATM3",0
"1040",2010-01-15,"ATM4",86
"1041",2010-01-16,"ATM1",98
"1042",2010-01-16,"ATM2",47
"1043",2010-01-16,"ATM3",0
"1044",2010-01-16,"ATM4",67
"1045",2010-01-17,"ATM1",94
"1046",2010-01-17,"ATM2",31
"1047",2010-01-17,"ATM3",0
"1048",2010-01-17,"ATM4",710
"1049",2010-01-18,"ATM1",76
"1050",2010-01-18,"ATM2",91
"1051",2010-01-18,"ATM3",0
"1052",2010-01-18,"ATM4",568
"1053",2010-01-19,"ATM1",96
"1054",2010-01-19,"ATM2",77
"1055",2010-01-19,"ATM3",0
"1056",2010-01-19,"ATM4",487
"1057",2010-01-20,"ATM1",72
"1058",2010-01-20,"ATM2",22
"1059",2010-01-20,"ATM3",0
"1060",2010-01-20,"ATM4",18
"1061",2010-01-21,"ATM1",12
"1062",2010-01-21,"ATM2",1
"1063",2010-01-21,"ATM3",0
"1064",2010-01-21,"ATM4",50
"1065",2010-01-22,"ATM1",91
"1066",2010-01-22,"ATM2",125
"1067",2010-01-22,"ATM3",0
"1068",2010-01-22,"ATM4",358
"1069",2010-01-23,"ATM1",74
"1070",2010-01-23,"ATM2",53
"1071",2010-01-23,"ATM3",0
"1072",2010-01-23,"ATM4",180
"1073",2010-01-24,"ATM1",104
"1074",2010-01-24,"ATM2",37
"1075",2010-01-24,"ATM3",0
"1076",2010-01-24,"ATM4",729
"1077",2010-01-25,"ATM1",74
"1078",2010-01-25,"ATM2",69
"1079",2010-01-25,"ATM3",0
"1080",2010-01-25,"ATM4",262
"1081",2010-01-26,"ATM1",91
"1082",2010-01-26,"ATM2",69
"1083",2010-01-26,"ATM3",0
"1084",2010-01-26,"ATM4",629
"1085",2010-01-27,"ATM1",66
"1086",2010-01-27,"ATM2",16
"1087",2010-01-27,"ATM3",0
"1088",2010-01-27,"ATM4",278
"1089",2010-01-28,"ATM1",28
"1090",2010-01-28,"ATM2",2
"1091",2010-01-28,"ATM3",0
"1092",2010-01-28,"ATM4",42
"1093",2010-01-29,"ATM1",152
"1094",2010-01-29,"ATM2",95
"1095",2010-01-29,"ATM3",0
"1096",2010-01-29,"ATM4",1575
"1097",2010-01-30,"ATM1",97
"1098",2010-01-30,"ATM2",45
"1099",2010-01-30,"ATM3",0
"1100",2010-01-30,"ATM4",670
"1101",2010-01-31,"ATM1",100
"1102",2010-01-31,"ATM2",61
"1103",2010-01-31,"ATM3",0
"1104",2010-01-31,"ATM4",980
"1105",2010-02-01,"ATM1",85
"1106",2010-02-01,"ATM2",71
"1107",2010-02-01,"ATM3",0
"1108",2010-02-01,"ATM4",427
"1109",2010-02-02,"ATM1",123
"1110",2010-02-02,"ATM2",91
"1111",2010-02-02,"ATM3",0
"1112",2010-02-02,"ATM4",154
"1113",2010-02-03,"ATM1",46
"1114",2010-02-03,"ATM2",28
"1115",2010-02-03,"ATM3",0
"1116",2010-02-03,"ATM4",275
"1117",2010-02-04,"ATM1",38
"1118",2010-02-04,"ATM2",9
"1119",2010-02-04,"ATM3",0
"1120",2010-02-04,"ATM4",137
"1121",2010-02-05,"ATM1",138
"1122",2010-02-05,"ATM2",97
"1123",2010-02-05,"ATM3",0
"1124",2010-02-05,"ATM4",455
"1125",2010-02-06,"ATM1",74
"1126",2010-02-06,"ATM2",60
"1127",2010-02-06,"ATM3",0
"1128",2010-02-06,"ATM4",459
"1129",2010-02-07,"ATM1",85
"1130",2010-02-07,"ATM2",27
"1131",2010-02-07,"ATM3",0
"1132",2010-02-07,"ATM4",113
"1133",2010-02-08,"ATM1",78
"1134",2010-02-08,"ATM2",74
"1135",2010-02-08,"ATM3",0
"1136",2010-02-08,"ATM4",418
"1137",2010-02-09,"ATM1",123
"1138",2010-02-09,"ATM2",45
"1139",2010-02-09,"ATM3",0
"1140",2010-02-09,"ATM4",10920
"1141",2010-02-10,"ATM1",50
"1142",2010-02-10,"ATM2",26
"1143",2010-02-10,"ATM3",0
"1144",2010-02-10,"ATM4",43
"1145",2010-02-11,"ATM1",28
"1146",2010-02-11,"ATM2",2
"1147",2010-02-11,"ATM3",0
"1148",2010-02-11,"ATM4",281
"1149",2010-02-12,"ATM1",105
"1150",2010-02-12,"ATM2",73
"1151",2010-02-12,"ATM3",0
"1152",2010-02-12,"ATM4",413
"1153",2010-02-13,"ATM1",109
"1154",2010-02-13,"ATM2",48
"1155",2010-02-13,"ATM3",0
"1156",2010-02-13,"ATM4",853
"1157",2010-02-14,"ATM1",26
"1158",2010-02-14,"ATM2",9
"1159",2010-02-14,"ATM3",0
"1160",2010-02-14,"ATM4",180
"1161",2010-02-15,"ATM1",54
"1162",2010-02-15,"ATM2",25
"1163",2010-02-15,"ATM3",0
"1164",2010-02-15,"ATM4",227
"1165",2010-02-16,"ATM1",105
"1166",2010-02-16,"ATM2",58
"1167",2010-02-16,"ATM3",0
"1168",2010-02-16,"ATM4",990
"1169",2010-02-17,"ATM1",179
"1170",2010-02-17,"ATM2",110
"1171",2010-02-17,"ATM3",0
"1172",2010-02-17,"ATM4",825
"1173",2010-02-18,"ATM1",125
"1174",2010-02-18,"ATM2",94
"1175",2010-02-18,"ATM3",0
"1176",2010-02-18,"ATM4",967
"1177",2010-02-19,"ATM1",84
"1178",2010-02-19,"ATM2",25
"1179",2010-02-19,"ATM3",0
"1180",2010-02-19,"ATM4",735
"1181",2010-02-20,"ATM1",99
"1182",2010-02-20,"ATM2",101
"1183",2010-02-20,"ATM3",0
"1184",2010-02-20,"ATM4",122
"1185",2010-02-21,"ATM1",110
"1186",2010-02-21,"ATM2",77
"1187",2010-02-21,"ATM3",0
"1188",2010-02-21,"ATM4",288
"1189",2010-02-22,"ATM1",80
"1190",2010-02-22,"ATM2",6
"1191",2010-02-22,"ATM3",0
"1192",2010-02-22,"ATM4",503
"1193",2010-02-23,"ATM1",1
"1194",2010-02-23,"ATM2",3
"1195",2010-02-23,"ATM3",0
"1196",2010-02-23,"ATM4",10
"1197",2010-02-24,"ATM1",111
"1198",2010-02-24,"ATM2",99
"1199",2010-02-24,"ATM3",0
"1200",2010-02-24,"ATM4",259
"1201",2010-02-25,"ATM1",115
"1202",2010-02-25,"ATM2",86
"1203",2010-02-25,"ATM3",0
"1204",2010-02-25,"ATM4",1171
"1205",2010-02-26,"ATM1",108
"1206",2010-02-26,"ATM2",20
"1207",2010-02-26,"ATM3",0
"1208",2010-02-26,"ATM4",194
"1209",2010-02-27,"ATM1",100
"1210",2010-02-27,"ATM2",72
"1211",2010-02-27,"ATM3",0
"1212",2010-02-27,"ATM4",403
"1213",2010-02-28,"ATM1",152
"1214",2010-02-28,"ATM2",81
"1215",2010-02-28,"ATM3",0
"1216",2010-02-28,"ATM4",1276
"1217",2010-03-01,"ATM1",90
"1218",2010-03-01,"ATM2",16
"1219",2010-03-01,"ATM3",0
"1220",2010-03-01,"ATM4",820
"1221",2010-03-02,"ATM1",4
"1222",2010-03-02,"ATM2",2
"1223",2010-03-02,"ATM3",0
"1224",2010-03-02,"ATM4",27
"1225",2010-03-03,"ATM1",128
"1226",2010-03-03,"ATM2",110
"1227",2010-03-03,"ATM3",0
"1228",2010-03-03,"ATM4",894
"1229",2010-03-04,"ATM1",87
"1230",2010-03-04,"ATM2",75
"1231",2010-03-04,"ATM3",0
"1232",2010-03-04,"ATM4",361
"1233",2010-03-05,"ATM1",84
"1234",2010-03-05,"ATM2",35
"1235",2010-03-05,"ATM3",0
"1236",2010-03-05,"ATM4",860
"1237",2010-03-06,"ATM1",69
"1238",2010-03-06,"ATM2",102
"1239",2010-03-06,"ATM3",0
"1240",2010-03-06,"ATM4",382
"1241",2010-03-07,"ATM1",112
"1242",2010-03-07,"ATM2",100
"1243",2010-03-07,"ATM3",0
"1244",2010-03-07,"ATM4",10
"1245",2010-03-08,"ATM1",62
"1246",2010-03-08,"ATM2",9
"1247",2010-03-08,"ATM3",0
"1248",2010-03-08,"ATM4",602
"1249",2010-03-09,"ATM1",4
"1250",2010-03-09,"ATM2",2
"1251",2010-03-09,"ATM3",0
"1252",2010-03-09,"ATM4",33
"1253",2010-03-10,"ATM1",94
"1254",2010-03-10,"ATM2",100
"1255",2010-03-10,"ATM3",0
"1256",2010-03-10,"ATM4",554
"1257",2010-03-11,"ATM1",102
"1258",2010-03-11,"ATM2",85
"1259",2010-03-11,"ATM3",0
"1260",2010-03-11,"ATM4",573
"1261",2010-03-12,"ATM1",98
"1262",2010-03-12,"ATM2",33
"1263",2010-03-12,"ATM3",0
"1264",2010-03-12,"ATM4",219
"1265",2010-03-13,"ATM1",88
"1266",2010-03-13,"ATM2",24
"1267",2010-03-13,"ATM3",0
"1268",2010-03-13,"ATM4",829
"1269",2010-03-14,"ATM1",123
"1270",2010-03-14,"ATM2",111
"1271",2010-03-14,"ATM3",0
"1272",2010-03-14,"ATM4",631
"1273",2010-03-15,"ATM1",55
"1274",2010-03-15,"ATM2",5
"1275",2010-03-15,"ATM3",0
"1276",2010-03-15,"ATM4",340
"1277",2010-03-16,"ATM1",4
"1278",2010-03-16,"ATM2",1
"1279",2010-03-16,"ATM3",0
"1280",2010-03-16,"ATM4",32
"1281",2010-03-17,"ATM1",92
"1282",2010-03-17,"ATM2",106
"1283",2010-03-17,"ATM3",0
"1284",2010-03-17,"ATM4",487
"1285",2010-03-18,"ATM1",88
"1286",2010-03-18,"ATM2",102
"1287",2010-03-18,"ATM3",0
"1288",2010-03-18,"ATM4",336
"1289",2010-03-19,"ATM1",92
"1290",2010-03-19,"ATM2",25
"1291",2010-03-19,"ATM3",0
"1292",2010-03-19,"ATM4",341
"1293",2010-03-20,"ATM1",92
"1294",2010-03-20,"ATM2",64
"1295",2010-03-20,"ATM3",0
"1296",2010-03-20,"ATM4",292
"1297",2010-03-21,"ATM1",117
"1298",2010-03-21,"ATM2",78
"1299",2010-03-21,"ATM3",0
"1300",2010-03-21,"ATM4",47
"1301",2010-03-22,"ATM1",73
"1302",2010-03-22,"ATM2",5
"1303",2010-03-22,"ATM3",0
"1304",2010-03-22,"ATM4",202
"1305",2010-03-23,"ATM1",3
"1306",2010-03-23,"ATM2",1
"1307",2010-03-23,"ATM3",0
"1308",2010-03-23,"ATM4",10
"1309",2010-03-24,"ATM1",85
"1310",2010-03-24,"ATM2",83
"1311",2010-03-24,"ATM3",0
"1312",2010-03-24,"ATM4",878
"1313",2010-03-25,"ATM1",88
"1314",2010-03-25,"ATM2",78
"1315",2010-03-25,"ATM3",0
"1316",2010-03-25,"ATM4",779
"1317",2010-03-26,"ATM1",76
"1318",2010-03-26,"ATM2",66
"1319",2010-03-26,"ATM3",0
"1320",2010-03-26,"ATM4",708
"1321",2010-03-27,"ATM1",93
"1322",2010-03-27,"ATM2",15
"1323",2010-03-27,"ATM3",0
"1324",2010-03-27,"ATM4",352
"1325",2010-03-28,"ATM1",116
"1326",2010-03-28,"ATM2",64
"1327",2010-03-28,"ATM3",0
"1328",2010-03-28,"ATM4",712
"1329",2010-03-29,"ATM1",68
"1330",2010-03-29,"ATM2",3
"1331",2010-03-29,"ATM3",0
"1332",2010-03-29,"ATM4",503
"1333",2010-03-30,"ATM1",19
"1334",2010-03-30,"ATM2",0
"1335",2010-03-30,"ATM3",0
"1336",2010-03-30,"ATM4",24
"1337",2010-03-31,"ATM1",127
"1338",2010-03-31,"ATM2",102
"1339",2010-03-31,"ATM3",0
"1340",2010-03-31,"ATM4",493
"1341",2010-04-01,"ATM1",93
"1342",2010-04-01,"ATM2",99
"1343",2010-04-01,"ATM3",0
"1344",2010-04-01,"ATM4",406
"1345",2010-04-02,"ATM1",97
"1346",2010-04-02,"ATM2",41
"1347",2010-04-02,"ATM3",0
"1348",2010-04-02,"ATM4",819
"1349",2010-04-03,"ATM1",102
"1350",2010-04-03,"ATM2",79
"1351",2010-04-03,"ATM3",0
"1352",2010-04-03,"ATM4",153
"1353",2010-04-04,"ATM1",109
"1354",2010-04-04,"ATM2",71
"1355",2010-04-04,"ATM3",0
"1356",2010-04-04,"ATM4",282
"1357",2010-04-05,"ATM1",68
"1358",2010-04-05,"ATM2",9
"1359",2010-04-05,"ATM3",0
"1360",2010-04-05,"ATM4",471
"1361",2010-04-06,"ATM1",4
"1362",2010-04-06,"ATM2",2
"1363",2010-04-06,"ATM3",0
"1364",2010-04-06,"ATM4",3
"1365",2010-04-07,"ATM1",105
"1366",2010-04-07,"ATM2",103
"1367",2010-04-07,"ATM3",0
"1368",2010-04-07,"ATM4",415
"1369",2010-04-08,"ATM1",79
"1370",2010-04-08,"ATM2",67
"1371",2010-04-08,"ATM3",0
"1372",2010-04-08,"ATM4",720
"1373",2010-04-09,"ATM1",90
"1374",2010-04-09,"ATM2",85
"1375",2010-04-09,"ATM3",0
"1376",2010-04-09,"ATM4",812
"1377",2010-04-10,"ATM1",87
"1378",2010-04-10,"ATM2",78
"1379",2010-04-10,"ATM3",0
"1380",2010-04-10,"ATM4",890
"1381",2010-04-11,"ATM1",92
"1382",2010-04-11,"ATM2",67
"1383",2010-04-11,"ATM3",0
"1384",2010-04-11,"ATM4",617
"1385",2010-04-12,"ATM1",63
"1386",2010-04-12,"ATM2",12
"1387",2010-04-12,"ATM3",0
"1388",2010-04-12,"ATM4",62
"1389",2010-04-13,"ATM1",3
"1390",2010-04-13,"ATM2",1
"1391",2010-04-13,"ATM3",0
"1392",2010-04-13,"ATM4",28
"1393",2010-04-14,"ATM1",103
"1394",2010-04-14,"ATM2",97
"1395",2010-04-14,"ATM3",0
"1396",2010-04-14,"ATM4",768
"1397",2010-04-15,"ATM1",80
"1398",2010-04-15,"ATM2",106
"1399",2010-04-15,"ATM3",0
"1400",2010-04-15,"ATM4",327
"1401",2010-04-16,"ATM1",80
"1402",2010-04-16,"ATM2",74
"1403",2010-04-16,"ATM3",0
"1404",2010-04-16,"ATM4",826
"1405",2010-04-17,"ATM1",84
"1406",2010-04-17,"ATM2",86
"1407",2010-04-17,"ATM3",0
"1408",2010-04-17,"ATM4",384
"1409",2010-04-18,"ATM1",81
"1410",2010-04-18,"ATM2",55
"1411",2010-04-18,"ATM3",0
"1412",2010-04-18,"ATM4",196
"1413",2010-04-19,"ATM1",88
"1414",2010-04-19,"ATM2",13
"1415",2010-04-19,"ATM3",0
"1416",2010-04-19,"ATM4",712
"1417",2010-04-20,"ATM1",3
"1418",2010-04-20,"ATM2",1
"1419",2010-04-20,"ATM3",0
"1420",2010-04-20,"ATM4",30
"1421",2010-04-21,"ATM1",100
"1422",2010-04-21,"ATM2",100
"1423",2010-04-21,"ATM3",0
"1424",2010-04-21,"ATM4",557
"1425",2010-04-22,"ATM1",69
"1426",2010-04-22,"ATM2",103
"1427",2010-04-22,"ATM3",0
"1428",2010-04-22,"ATM4",387
"1429",2010-04-23,"ATM1",85
"1430",2010-04-23,"ATM2",44
"1431",2010-04-23,"ATM3",0
"1432",2010-04-23,"ATM4",166
"1433",2010-04-24,"ATM1",85
"1434",2010-04-24,"ATM2",61
"1435",2010-04-24,"ATM3",0
"1436",2010-04-24,"ATM4",6
"1437",2010-04-25,"ATM1",109
"1438",2010-04-25,"ATM2",89
"1439",2010-04-25,"ATM3",0
"1440",2010-04-25,"ATM4",543
"1441",2010-04-26,"ATM1",74
"1442",2010-04-26,"ATM2",11
"1443",2010-04-26,"ATM3",0
"1444",2010-04-26,"ATM4",404
"1445",2010-04-27,"ATM1",4
"1446",2010-04-27,"ATM2",2
"1447",2010-04-27,"ATM3",0
"1448",2010-04-27,"ATM4",14
"1449",2010-04-28,"ATM1",96
"1450",2010-04-28,"ATM2",107
"1451",2010-04-28,"ATM3",96
"1452",2010-04-28,"ATM4",349
"1453",2010-04-29,"ATM1",82
"1454",2010-04-29,"ATM2",89
"1455",2010-04-29,"ATM3",82
"1456",2010-04-29,"ATM4",45
"1457",2010-04-30,"ATM1",85
"1458",2010-04-30,"ATM2",90
"1459",2010-04-30,"ATM3",85
"1460",2010-04-30,"ATM4",483
"1461",2010-05-01,"ATM1",88
"1462",2010-05-02,"ATM1",104
"1463",2010-05-03,"ATM1",74
"1464",2010-05-04,"ATM1",9
"1465",2010-05-05,"ATM1",101
"1466",2010-05-06,"ATM1",81
"1467",2010-05-07,"ATM1",87
"1468",2010-05-08,"ATM1",89
"1469",2010-05-09,"ATM1",103
"1470",2010-05-10,"ATM1",74
"1471",2010-05-11,"ATM1",9
"1472",2010-05-12,"ATM1",101
"1473",2010-05-13,"ATM1",81
"1474",2010-05-14,"ATM1",87
"1475",2010-05-01,"ATM2",67
"1476",2010-05-02,"ATM2",73
"1477",2010-05-03,"ATM2",14
"1478",2010-05-04,"ATM2",6
"1479",2010-05-05,"ATM2",98
"1480",2010-05-06,"ATM2",89
"1481",2010-05-07,"ATM2",65
"1482",2010-05-08,"ATM2",67
"1483",2010-05-09,"ATM2",73
"1484",2010-05-10,"ATM2",14
"1485",2010-05-11,"ATM2",6
"1486",2010-05-12,"ATM2",98
"1487",2010-05-13,"ATM2",89
"1488",2010-05-14,"ATM2",65
"1489",2010-05-01,"ATM3",88
"1490",2010-05-02,"ATM3",95
"1491",2010-05-03,"ATM3",74
"1492",2010-05-04,"ATM3",8
"1493",2010-05-05,"ATM3",102
"1494",2010-05-06,"ATM3",78
"1495",2010-05-07,"ATM3",87
"1496",2010-05-08,"ATM3",88
"1497",2010-05-09,"ATM3",95
"1498",2010-05-10,"ATM3",74
"1499",2010-05-11,"ATM3",8
"1500",2010-05-12,"ATM3",102
"1501",2010-05-13,"ATM3",78
"1502",2010-05-14,"ATM3",87
"1503",2010-05-01,"ATM4",363
"1504",2010-05-02,"ATM4",433
"1505",2010-05-03,"ATM4",451
"1506",2010-05-04,"ATM4",366
"1507",2010-05-05,"ATM4",428
"1508",2010-05-06,"ATM4",372
"1509",2010-05-07,"ATM4",452
"1510",2010-05-08,"ATM4",430
"1511",2010-05-09,"ATM4",443
"1512",2010-05-10,"ATM4",446
"1513",2010-05-11,"ATM4",431
"1514",2010-05-12,"ATM4",442
"1515",2010-05-13,"ATM4",432
"1516",2010-05-14,"ATM4",447
